what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480248573
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480292994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480302148
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362480319350
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1362480539004
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1362480551751
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1362480554759
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362480577280
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362480583974
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1362480596085
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1362480599116
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1362480602775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362480603255
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480645768
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480671010
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362480673108
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1362480711679
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362480762824
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480764423
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480781072
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480784302
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480793043
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480796725
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480798340
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362480799273
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1362480827407
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362480827743
error,log,,,"{R,T}xThread terminated",1362480835750
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1362480838063
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1362480843064
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1362480844164
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1362480849497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480850611
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480885250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480902534
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362480907543
