what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455143582
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1362455147995
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1362455151490
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1362455157984
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1362455161209
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1362455161351
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455181111
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455181194
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455182842
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455188099
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1362455188110
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362455189421
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362455193896
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362455195694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455198506
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455199298
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455199994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455282944
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1362455284271
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1362455288695
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362455292599
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1362455295121
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1362455299463
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1362455299590
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362455303453
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1362455303585
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1362455304905
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1362455305048
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455308535
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455332854
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362455332888
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362455341435
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362456809822
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362456817159
